Name,Division,segment,order,speed_kmh
Christophe Halleumieux,M50-54,Swim,0,3.9
Christophe Halleumieux,M50-54,T1,1,1.0
Christophe Halleumieux,M50-54,Bike,2,39.5
Christophe Halleumieux,M50-54,T2,3,1.0
Christophe Halleumieux,M50-54,Run,4,14.3
Korbinian Rudzki,M30-34,Swim,0,4.1
Korbinian Rudzki,M30-34,T1,1,1.0
Korbinian Rudzki,M30-34,Bike,2,40.7
Korbinian Rudzki,M30-34,T2,3,1.0
Korbinian Rudzki,M30-34,Run,4,16.2
Burkhard Schmidt,M65-69,Swim,0,3.6
Burkhard Schmidt,M65-69,T1,1,1.0
Burkhard Schmidt,M65-69,Bike,2,33.9
Burkhard Schmidt,M65-69,T2,3,1.0
Burkhard Schmidt,M65-69,Run,4,11.4
Andreas Bund,M55-59,Swim,0,3.4
Andreas Bund,M55-59,T1,1,1.0
Andreas Bund,M55-59,Bike,2,36.7
Andreas Bund,M55-59,T2,3,1.0
Andreas Bund,M55-59,Run,4,13.8
Alejandro Lopez Valenciano,M35-39,Swim,0,4.0
Alejandro Lopez Valenciano,M35-39,T1,1,1.0
Alejandro Lopez Valenciano,M35-39,Bike,2,40.0
Alejandro Lopez Valenciano,M35-39,T2,3,1.0
Alejandro Lopez Valenciano,M35-39,Run,4,15.3
Sandro Silva,M35-39,Swim,0,4.2
Sandro Silva,M35-39,T1,1,1.0
Sandro Silva,M35-39,Bike,2,39.5
Sandro Silva,M35-39,T2,3,1.0
Sandro Silva,M35-39,Run,4,15.4
Ronan Leboulch,M60-64,Swim,0,4.1
Ronan Leboulch,M60-64,T1,1,1.0
Ronan Leboulch,M60-64,Bike,2,36.5
Ronan Leboulch,M60-64,T2,3,1.0
Ronan Leboulch,M60-64,Run,4,11.3
Fernando Carmo,M55-59,Swim,0,3.4
Fernando Carmo,M55-59,T1,1,1.0
Fernando Carmo,M55-59,Bike,2,38.3
Fernando Carmo,M55-59,T2,3,1.0
Fernando Carmo,M55-59,Run,4,12.8
Diogo Allen Coelho,M25-29,Swim,0,4.1
Diogo Allen Coelho,M25-29,T1,1,1.0
Diogo Allen Coelho,M25-29,Bike,2,42.7
Diogo Allen Coelho,M25-29,T2,3,1.0
Diogo Allen Coelho,M25-29,Run,4,15.1
Renaud Brunet,M40-44,Swim,0,4.0
Renaud Brunet,M40-44,T1,1,1.0
Renaud Brunet,M40-44,Bike,2,38.3
Renaud Brunet,M40-44,T2,3,1.0
Renaud Brunet,M40-44,Run,4,14.9
Tom Vangeneugden,M40-44,Swim,0,5.1
Tom Vangeneugden,M40-44,T1,1,1.0
Tom Vangeneugden,M40-44,Bike,2,37.5
Tom Vangeneugden,M40-44,T2,3,1.0
Tom Vangeneugden,M40-44,Run,4,14.2
Gilles Salle,M50-54,Swim,0,3.6
Gilles Salle,M50-54,T1,1,1.0
Gilles Salle,M50-54,Bike,2,38.5
Gilles Salle,M50-54,T2,3,1.0
Gilles Salle,M50-54,Run,4,13.1
Erik Vanhove,M40-44,Swim,0,3.9
Erik Vanhove,M40-44,T1,1,1.0
Erik Vanhove,M40-44,Bike,2,38.1
Erik Vanhove,M40-44,T2,3,1.0
Erik Vanhove,M40-44,Run,4,14.8
Charly Ramel,M18-24,Swim,0,4.6
Charly Ramel,M18-24,T1,1,1.0
Charly Ramel,M18-24,Bike,2,41.0
Charly Ramel,M18-24,T2,3,1.0
Charly Ramel,M18-24,Run,4,15.5
Massimo Argiolas,M60-64,Swim,0,3.6
Massimo Argiolas,M60-64,T1,1,1.0
Massimo Argiolas,M60-64,Bike,2,35.7
Massimo Argiolas,M60-64,T2,3,1.0
Massimo Argiolas,M60-64,Run,4,11.8
Redouane Aissa,M45-49,Swim,0,3.7
Redouane Aissa,M45-49,T1,1,1.0
Redouane Aissa,M45-49,Bike,2,37.1
Redouane Aissa,M45-49,T2,3,1.0
Redouane Aissa,M45-49,Run,4,14.2
Michele Ghidini,M25-29,Swim,0,4.3
Michele Ghidini,M25-29,T1,1,1.0
Michele Ghidini,M25-29,Bike,2,39.7
Michele Ghidini,M25-29,T2,3,1.0
Michele Ghidini,M25-29,Run,4,16.2
Luca Liuzzi,M40-44,Swim,0,3.8
Luca Liuzzi,M40-44,T1,1,1.0
Luca Liuzzi,M40-44,Bike,2,39.8
Luca Liuzzi,M40-44,T2,3,1.0
Luca Liuzzi,M40-44,Run,4,13.6
Steven Chaid,M55-59,Swim,0,3.9
Steven Chaid,M55-59,T1,1,1.0
Steven Chaid,M55-59,Bike,2,36.0
Steven Chaid,M55-59,T2,3,1.0
Steven Chaid,M55-59,Run,4,12.7
Gaël Bosc,M18-24,Swim,0,4.9
Gaël Bosc,M18-24,T1,1,1.0
Gaël Bosc,M18-24,Bike,2,41.3
Gaël Bosc,M18-24,T2,3,1.0
Gaël Bosc,M18-24,Run,4,14.6
Aziz Mimouni,M55-59,Swim,0,3.6
Aziz Mimouni,M55-59,T1,1,1.0
Aziz Mimouni,M55-59,Bike,2,35.7
Aziz Mimouni,M55-59,T2,3,1.0
Aziz Mimouni,M55-59,Run,4,13.0
Dominic Wimmer,M40-44,Swim,0,4.2
Dominic Wimmer,M40-44,T1,1,1.0
Dominic Wimmer,M40-44,Bike,2,38.1
Dominic Wimmer,M40-44,T2,3,1.0
Dominic Wimmer,M40-44,Run,4,14.0
Nicholas Francuz,M40-44,Swim,0,3.8
Nicholas Francuz,M40-44,T1,1,1.0
Nicholas Francuz,M40-44,Bike,2,38.5
Nicholas Francuz,M40-44,T2,3,1.0
Nicholas Francuz,M40-44,Run,4,14.0
Carlos Mora,M50-54,Swim,0,3.6
Carlos Mora,M50-54,T1,1,1.0
Carlos Mora,M50-54,Bike,2,37.3
Carlos Mora,M50-54,T2,3,1.0
Carlos Mora,M50-54,Run,4,13.1
Jose Valls Santos,M60-64,Swim,0,3.6
Jose Valls Santos,M60-64,T1,1,1.0
Jose Valls Santos,M60-64,Bike,2,33.1
Jose Valls Santos,M60-64,T2,3,1.0
Jose Valls Santos,M60-64,Run,4,12.5
Vincent Pennec,M35-39,Swim,0,3.5
Vincent Pennec,M35-39,T1,1,1.0
Vincent Pennec,M35-39,Bike,2,38.3
Vincent Pennec,M35-39,T2,3,1.0
Vincent Pennec,M35-39,Run,4,15.2
Miguel Arbelo Navarro,M40-44,Swim,0,4.3
Miguel Arbelo Navarro,M40-44,T1,1,1.0
Miguel Arbelo Navarro,M40-44,Bike,2,37.1
Miguel Arbelo Navarro,M40-44,T2,3,1.0
Miguel Arbelo Navarro,M40-44,Run,4,14.0
Oliviera Coutinho Domingo,M55-59,Swim,0,3.3
Oliviera Coutinho Domingo,M55-59,T1,1,1.0
Oliviera Coutinho Domingo,M55-59,Bike,2,35.5
Oliviera Coutinho Domingo,M55-59,T2,3,1.0
Oliviera Coutinho Domingo,M55-59,Run,4,13.1
John Vaughan,M45-49,Swim,0,3.9
John Vaughan,M45-49,T1,1,1.0
John Vaughan,M45-49,Bike,2,37.3
John Vaughan,M45-49,T2,3,1.0
John Vaughan,M45-49,Run,4,13.0
Pablo Cabeza Sánchez,M60-64,Swim,0,3.4
Pablo Cabeza Sánchez,M60-64,T1,1,1.0
Pablo Cabeza Sánchez,M60-64,Bike,2,35.7
Pablo Cabeza Sánchez,M60-64,T2,3,1.0
Pablo Cabeza Sánchez,M60-64,Run,4,11.3
Asier Oiartzabal Garmendia,M50-54,Swim,0,4.0
Asier Oiartzabal Garmendia,M50-54,T1,1,1.0
Asier Oiartzabal Garmendia,M50-54,Bike,2,38.0
Asier Oiartzabal Garmendia,M50-54,T2,3,1.0
Asier Oiartzabal Garmendia,M50-54,Run,4,11.8
Philippe Albos,M60-64,Swim,0,3.4
Philippe Albos,M60-64,T1,1,1.0
Philippe Albos,M60-64,Bike,2,33.7
Philippe Albos,M60-64,T2,3,1.0
Philippe Albos,M60-64,Run,4,12.4
Ben Weir,M45-49,Swim,0,3.9
Ben Weir,M45-49,T1,1,1.0
Ben Weir,M45-49,Bike,2,36.5
Ben Weir,M45-49,T2,3,1.0
Ben Weir,M45-49,Run,4,13.2
Ian Thomas,M60-64,Swim,0,3.1
Ian Thomas,M60-64,T1,1,1.0
Ian Thomas,M60-64,Bike,2,33.5
Ian Thomas,M60-64,T2,3,1.0
Ian Thomas,M60-64,Run,4,12.7
Simon Beckers,M30-34,Swim,0,4.7
Simon Beckers,M30-34,T1,1,1.0
Simon Beckers,M30-34,Bike,2,39.8
Simon Beckers,M30-34,T2,3,1.0
Simon Beckers,M30-34,Run,4,13.5
Menno Feulner,M50-54,Swim,0,4.1
Menno Feulner,M50-54,T1,1,1.0
Menno Feulner,M50-54,Bike,2,37.1
Menno Feulner,M50-54,T2,3,1.0
Menno Feulner,M50-54,Run,4,12.2
Jeremy Sannier,M30-34,Swim,0,4.4
Jeremy Sannier,M30-34,T1,1,1.0
Jeremy Sannier,M30-34,Bike,2,39.6
Jeremy Sannier,M30-34,T2,3,1.0
Jeremy Sannier,M30-34,Run,4,13.7
Gwenaël Marchand,M45-49,Swim,0,3.5
Gwenaël Marchand,M45-49,T1,1,1.0
Gwenaël Marchand,M45-49,Bike,2,37.9
Gwenaël Marchand,M45-49,T2,3,1.0
Gwenaël Marchand,M45-49,Run,4,12.6
Piotr Kazmierczak,M50-54,Swim,0,3.4
Piotr Kazmierczak,M50-54,T1,1,1.0
Piotr Kazmierczak,M50-54,Bike,2,37.7
Piotr Kazmierczak,M50-54,T2,3,1.0
Piotr Kazmierczak,M50-54,Run,4,12.3
Maxence Dion,M18-24,Swim,0,4.6
Maxence Dion,M18-24,T1,1,1.0
Maxence Dion,M18-24,Bike,2,38.5
Maxence Dion,M18-24,T2,3,1.0
Maxence Dion,M18-24,Run,4,15.2
Mohamed Ali Bani,M40-44,Swim,0,4.0
Mohamed Ali Bani,M40-44,T1,1,1.0
Mohamed Ali Bani,M40-44,Bike,2,36.9
Mohamed Ali Bani,M40-44,T2,3,1.0
Mohamed Ali Bani,M40-44,Run,4,13.6
Ewen Cadoret,M18-24,Swim,0,4.0
Ewen Cadoret,M18-24,T1,1,1.0
Ewen Cadoret,M18-24,Bike,2,40.1
Ewen Cadoret,M18-24,T2,3,1.0
Ewen Cadoret,M18-24,Run,4,14.7
Zakaria Hssiki,M30-34,Swim,0,4.2
Zakaria Hssiki,M30-34,T1,1,1.0
Zakaria Hssiki,M30-34,Bike,2,37.0
Zakaria Hssiki,M30-34,T2,3,1.0
Zakaria Hssiki,M30-34,Run,4,14.8
Zeus Lopez Perez,M35-39,Swim,0,4.2
Zeus Lopez Perez,M35-39,T1,1,1.0
Zeus Lopez Perez,M35-39,Bike,2,39.2
Zeus Lopez Perez,M35-39,T2,3,1.0
Zeus Lopez Perez,M35-39,Run,4,12.8
Raphaël Triquet,M50-54,Swim,0,3.6
Raphaël Triquet,M50-54,T1,1,1.0
Raphaël Triquet,M50-54,Bike,2,36.7
Raphaël Triquet,M50-54,T2,3,1.0
Raphaël Triquet,M50-54,Run,4,12.1
James Long,M30-34,Swim,0,3.4
James Long,M30-34,T1,1,1.0
James Long,M30-34,Bike,2,39.1
James Long,M30-34,T2,3,1.0
James Long,M30-34,Run,4,14.5
Rachid Bettache,M45-49,Swim,0,4.0
Rachid Bettache,M45-49,T1,1,1.0
Rachid Bettache,M45-49,Bike,2,37.4
Rachid Bettache,M45-49,T2,3,1.0
Rachid Bettache,M45-49,Run,4,12.0
Alexandre Boucher,M30-34,Swim,0,4.0
Alexandre Boucher,M30-34,T1,1,1.0
Alexandre Boucher,M30-34,Bike,2,37.1
Alexandre Boucher,M30-34,T2,3,1.0
Alexandre Boucher,M30-34,Run,4,14.8
Rob Marshall,M45-49,Swim,0,3.3
Rob Marshall,M45-49,T1,1,1.0
Rob Marshall,M45-49,Bike,2,35.9
Rob Marshall,M45-49,T2,3,1.0
Rob Marshall,M45-49,Run,4,13.4
Olivier Vancraeynest,M40-44,Swim,0,3.1
Olivier Vancraeynest,M40-44,T1,1,1.0
Olivier Vancraeynest,M40-44,Bike,2,39.4
Olivier Vancraeynest,M40-44,T2,3,1.0
Olivier Vancraeynest,M40-44,Run,4,12.9
David Benard,M45-49,Swim,0,3.9
David Benard,M45-49,T1,1,1.0
David Benard,M45-49,Bike,2,37.0
David Benard,M45-49,T2,3,1.0
David Benard,M45-49,Run,4,12.0
Frederick Chevalier,M55-59,Swim,0,3.3
Frederick Chevalier,M55-59,T1,1,1.0
Frederick Chevalier,M55-59,Bike,2,36.3
Frederick Chevalier,M55-59,T2,3,1.0
Frederick Chevalier,M55-59,Run,4,11.3
Yassine Bennis,M40-44,Swim,0,3.9
Yassine Bennis,M40-44,T1,1,1.0
Yassine Bennis,M40-44,Bike,2,35.7
Yassine Bennis,M40-44,T2,3,1.0
Yassine Bennis,M40-44,Run,4,13.7
Hicham Sadiqui,M40-44,Swim,0,3.1
Hicham Sadiqui,M40-44,T1,1,1.0
Hicham Sadiqui,M40-44,Bike,2,38.0
Hicham Sadiqui,M40-44,T2,3,1.0
Hicham Sadiqui,M40-44,Run,4,13.9
Michaël Bruneau,M50-54,Swim,0,3.4
Michaël Bruneau,M50-54,T1,1,1.0
Michaël Bruneau,M50-54,Bike,2,36.2
Michaël Bruneau,M50-54,T2,3,1.0
Michaël Bruneau,M50-54,Run,4,12.3
El Mehdi El Idrissi,M50-54,Swim,0,3.0
El Mehdi El Idrissi,M50-54,T1,1,1.0
El Mehdi El Idrissi,M50-54,Bike,2,36.5
El Mehdi El Idrissi,M50-54,T2,3,1.0
El Mehdi El Idrissi,M50-54,Run,4,13.0
Erik Saey,M30-34,Swim,0,3.5
Erik Saey,M30-34,T1,1,1.0
Erik Saey,M30-34,Bike,2,37.5
Erik Saey,M30-34,T2,3,1.0
Erik Saey,M30-34,Run,4,15.1
Elke Dom,F50-54,Swim,0,3.8
Elke Dom,F50-54,T1,1,1.0
Elke Dom,F50-54,Bike,2,35.8
Elke Dom,F50-54,T2,3,1.0
Elke Dom,F50-54,Run,4,12.7
Issam Eddamsiri,M45-49,Swim,0,3.4
Issam Eddamsiri,M45-49,T1,1,1.0
Issam Eddamsiri,M45-49,Bike,2,34.6
Issam Eddamsiri,M45-49,T2,3,1.0
Issam Eddamsiri,M45-49,Run,4,14.2
Lloyd Bärtschi,M25-29,Swim,0,4.1
Lloyd Bärtschi,M25-29,T1,1,1.0
Lloyd Bärtschi,M25-29,Bike,2,39.3
Lloyd Bärtschi,M25-29,T2,3,1.0
Lloyd Bärtschi,M25-29,Run,4,14.0
Cedric Chabaneix,M40-44,Swim,0,3.9
Cedric Chabaneix,M40-44,T1,1,1.0
Cedric Chabaneix,M40-44,Bike,2,37.5
Cedric Chabaneix,M40-44,T2,3,1.0
Cedric Chabaneix,M40-44,Run,4,12.6
Tarek Alioua,M45-49,Swim,0,3.5
Tarek Alioua,M45-49,T1,1,1.0
Tarek Alioua,M45-49,Bike,2,36.1
Tarek Alioua,M45-49,T2,3,1.0
Tarek Alioua,M45-49,Run,4,12.7
nathan castex,M18-24,Swim,0,4.4
nathan castex,M18-24,T1,1,1.0
nathan castex,M18-24,Bike,2,37.6
nathan castex,M18-24,T2,3,1.0
nathan castex,M18-24,Run,4,14.8
Johann Hiebler,M60-64,Swim,0,3.2
Johann Hiebler,M60-64,T1,1,1.0
Johann Hiebler,M60-64,Bike,2,35.0
Johann Hiebler,M60-64,T2,3,1.0
Johann Hiebler,M60-64,Run,4,10.8
Javier Mira,M30-34,Swim,0,4.2
Javier Mira,M30-34,T1,1,1.0
Javier Mira,M30-34,Bike,2,37.3
Javier Mira,M30-34,T2,3,1.0
Javier Mira,M30-34,Run,4,13.9
David Harinck,M55-59,Swim,0,4.0
David Harinck,M55-59,T1,1,1.0
David Harinck,M55-59,Bike,2,37.8
David Harinck,M55-59,T2,3,1.0
David Harinck,M55-59,Run,4,10.2
Vincent Jaud,M50-54,Swim,0,3.4
Vincent Jaud,M50-54,T1,1,1.0
Vincent Jaud,M50-54,Bike,2,36.1
Vincent Jaud,M50-54,T2,3,1.0
Vincent Jaud,M50-54,Run,4,12.6
Sebastian Arndt,M40-44,Swim,0,3.7
Sebastian Arndt,M40-44,T1,1,1.0
Sebastian Arndt,M40-44,Bike,2,36.0
Sebastian Arndt,M40-44,T2,3,1.0
Sebastian Arndt,M40-44,Run,4,13.5
Hicham Oussi,M50-54,Swim,0,3.6
Hicham Oussi,M50-54,T1,1,1.0
Hicham Oussi,M50-54,Bike,2,33.8
Hicham Oussi,M50-54,T2,3,1.0
Hicham Oussi,M50-54,Run,4,13.3
Théo Fernandez,M25-29,Swim,0,3.9
Théo Fernandez,M25-29,T1,1,1.0
Théo Fernandez,M25-29,Bike,2,39.1
Théo Fernandez,M25-29,T2,3,1.0
Théo Fernandez,M25-29,Run,4,14.1
Daurian Garrandes,M25-29,Swim,0,4.1
Daurian Garrandes,M25-29,T1,1,1.0
Daurian Garrandes,M25-29,Bike,2,40.2
Daurian Garrandes,M25-29,T2,3,1.0
Daurian Garrandes,M25-29,Run,4,13.2
Carla Ciaudano,F50-54,Swim,0,3.4
Carla Ciaudano,F50-54,T1,1,1.0
Carla Ciaudano,F50-54,Bike,2,35.7
Carla Ciaudano,F50-54,T2,3,1.0
Carla Ciaudano,F50-54,Run,4,12.8
Taha Laaribi,M35-39,Swim,0,3.3
Taha Laaribi,M35-39,T1,1,1.0
Taha Laaribi,M35-39,Bike,2,37.7
Taha Laaribi,M35-39,T2,3,1.0
Taha Laaribi,M35-39,Run,4,14.0
steven adams,M65-69,Swim,0,3.2
steven adams,M65-69,T1,1,1.0
steven adams,M65-69,Bike,2,31.3
steven adams,M65-69,T2,3,1.0
steven adams,M65-69,Run,4,9.9
Adnan Essayadi,M35-39,Swim,0,3.7
Adnan Essayadi,M35-39,T1,1,1.0
Adnan Essayadi,M35-39,Bike,2,36.0
Adnan Essayadi,M35-39,T2,3,1.0
Adnan Essayadi,M35-39,Run,4,13.8
Mimouni El mehdi,M40-44,Swim,0,3.6
Mimouni El mehdi,M40-44,T1,1,1.0
Mimouni El mehdi,M40-44,Bike,2,35.4
Mimouni El mehdi,M40-44,T2,3,1.0
Mimouni El mehdi,M40-44,Run,4,13.6
Hamza Biyadi,M35-39,Swim,0,3.8
Hamza Biyadi,M35-39,T1,1,1.0
Hamza Biyadi,M35-39,Bike,2,35.8
Hamza Biyadi,M35-39,T2,3,1.0
Hamza Biyadi,M35-39,Run,4,14.0
Stuart Cleworth,M45-49,Swim,0,3.8
Stuart Cleworth,M45-49,T1,1,1.0
Stuart Cleworth,M45-49,Bike,2,35.4
Stuart Cleworth,M45-49,T2,3,1.0
Stuart Cleworth,M45-49,Run,4,12.1
Sébastien Baucher,M40-44,Swim,0,3.2
Sébastien Baucher,M40-44,T1,1,1.0
Sébastien Baucher,M40-44,Bike,2,38.8
Sébastien Baucher,M40-44,T2,3,1.0
Sébastien Baucher,M40-44,Run,4,12.0
Frederic Leblanc,M55-59,Swim,0,3.1
Frederic Leblanc,M55-59,T1,1,1.0
Frederic Leblanc,M55-59,Bike,2,33.6
Frederic Leblanc,M55-59,T2,3,1.0
Frederic Leblanc,M55-59,Run,4,12.0
Guillaume Cerato,M18-24,Swim,0,3.3
Guillaume Cerato,M18-24,T1,1,1.0
Guillaume Cerato,M18-24,Bike,2,38.7
Guillaume Cerato,M18-24,T2,3,1.0
Guillaume Cerato,M18-24,Run,4,14.8
Jose Barea,M45-49,Swim,0,3.3
Jose Barea,M45-49,T1,1,1.0
Jose Barea,M45-49,Bike,2,34.4
Jose Barea,M45-49,T2,3,1.0
Jose Barea,M45-49,Run,4,13.0
Abdennaser Aamar,M35-39,Swim,0,3.5
Abdennaser Aamar,M35-39,T1,1,1.0
Abdennaser Aamar,M35-39,Bike,2,39.0
Abdennaser Aamar,M35-39,T2,3,1.0
Abdennaser Aamar,M35-39,Run,4,12.3
Soheyb Lazrak,M35-39,Swim,0,3.6
Soheyb Lazrak,M35-39,T1,1,1.0
Soheyb Lazrak,M35-39,Bike,2,35.6
Soheyb Lazrak,M35-39,T2,3,1.0
Soheyb Lazrak,M35-39,Run,4,13.9
Willan BASCLE,M18-24,Swim,0,3.8
Willan BASCLE,M18-24,T1,1,1.0
Willan BASCLE,M18-24,Bike,2,38.3
Willan BASCLE,M18-24,T2,3,1.0
Willan BASCLE,M18-24,Run,4,14.2
Manfred Steckel,M70-74,Swim,0,3.3
Manfred Steckel,M70-74,T1,1,1.0
Manfred Steckel,M70-74,Bike,2,29.2
Manfred Steckel,M70-74,T2,3,1.0
Manfred Steckel,M70-74,Run,4,9.1
Sara Bund,F45-49,Swim,0,3.9
Sara Bund,F45-49,T1,1,1.0
Sara Bund,F45-49,Bike,2,34.2
Sara Bund,F45-49,T2,3,1.0
Sara Bund,F45-49,Run,4,13.1
Volker Hemberger,M65-69,Swim,0,2.9
Volker Hemberger,M65-69,T1,1,1.0
Volker Hemberger,M65-69,Bike,2,32.6
Volker Hemberger,M65-69,T2,3,1.0
Volker Hemberger,M65-69,Run,4,9.4
Louis Mejias,M65-69,Swim,0,2.9
Louis Mejias,M65-69,T1,1,1.0
Louis Mejias,M65-69,Bike,2,30.5
Louis Mejias,M65-69,T2,3,1.0
Louis Mejias,M65-69,Run,4,10.2
Yahya LBARNOUSSI,M30-34,Swim,0,3.8
Yahya LBARNOUSSI,M30-34,T1,1,1.0
Yahya LBARNOUSSI,M30-34,Bike,2,35.1
Yahya LBARNOUSSI,M30-34,T2,3,1.0
Yahya LBARNOUSSI,M30-34,Run,4,14.7
MOHAMED EJJAHED,M25-29,Swim,0,4.5
MOHAMED EJJAHED,M25-29,T1,1,1.0
MOHAMED EJJAHED,M25-29,Bike,2,35.8
MOHAMED EJJAHED,M25-29,T2,3,1.0
MOHAMED EJJAHED,M25-29,Run,4,14.7
Ioana Osa Larruzea,F45-49,Swim,0,3.9
Ioana Osa Larruzea,F45-49,T1,1,1.0
Ioana Osa Larruzea,F45-49,Bike,2,34.5
Ioana Osa Larruzea,F45-49,T2,3,1.0
Ioana Osa Larruzea,F45-49,Run,4,12.7
Charlie Meraud,M30-34,Swim,0,3.4
Charlie Meraud,M30-34,T1,1,1.0
Charlie Meraud,M30-34,Bike,2,36.3
Charlie Meraud,M30-34,T2,3,1.0
Charlie Meraud,M30-34,Run,4,14.3
Thomas Chabert,M40-44,Swim,0,3.8
Thomas Chabert,M40-44,T1,1,1.0
Thomas Chabert,M40-44,Bike,2,37.8
Thomas Chabert,M40-44,T2,3,1.0
Thomas Chabert,M40-44,Run,4,11.3
Breiffne O Donnell,M40-44,Swim,0,3.6
Breiffne O Donnell,M40-44,T1,1,1.0
Breiffne O Donnell,M40-44,Bike,2,35.9
Breiffne O Donnell,M40-44,T2,3,1.0
Breiffne O Donnell,M40-44,Run,4,12.5
Rachid Fekhkhar,M45-49,Swim,0,3.3
Rachid Fekhkhar,M45-49,T1,1,1.0
Rachid Fekhkhar,M45-49,Bike,2,35.6
Rachid Fekhkhar,M45-49,T2,3,1.0
Rachid Fekhkhar,M45-49,Run,4,12.4
Marc Hoenmann,M40-44,Swim,0,3.9
Marc Hoenmann,M40-44,T1,1,1.0
Marc Hoenmann,M40-44,Bike,2,35.7
Marc Hoenmann,M40-44,T2,3,1.0
Marc Hoenmann,M40-44,Run,4,12.2
Hakim Loudghiri,M40-44,Swim,0,3.6
Hakim Loudghiri,M40-44,T1,1,1.0
Hakim Loudghiri,M40-44,Bike,2,34.5
Hakim Loudghiri,M40-44,T2,3,1.0
Hakim Loudghiri,M40-44,Run,4,13.4
Mike Möbius,M60-64,Swim,0,3.1
Mike Möbius,M60-64,T1,1,1.0
Mike Möbius,M60-64,Bike,2,33.9
Mike Möbius,M60-64,T2,3,1.0
Mike Möbius,M60-64,Run,4,10.2
Xavier Comte,M60-64,Swim,0,3.4
Xavier Comte,M60-64,T1,1,1.0
Xavier Comte,M60-64,Bike,2,32.4
Xavier Comte,M60-64,T2,3,1.0
Xavier Comte,M60-64,Run,4,10.4
Miguel Vidal Hernández,M25-29,Swim,0,3.7
Miguel Vidal Hernández,M25-29,T1,1,1.0
Miguel Vidal Hernández,M25-29,Bike,2,37.2
Miguel Vidal Hernández,M25-29,T2,3,1.0
Miguel Vidal Hernández,M25-29,Run,4,14.2
Adrian Bezzina,M50-54,Swim,0,3.0
Adrian Bezzina,M50-54,T1,1,1.0
Adrian Bezzina,M50-54,Bike,2,32.9
Adrian Bezzina,M50-54,T2,3,1.0
Adrian Bezzina,M50-54,Run,4,13.3
Ricardo Aguilar Laudo,M50-54,Swim,0,3.8
Ricardo Aguilar Laudo,M50-54,T1,1,1.0
Ricardo Aguilar Laudo,M50-54,Bike,2,35.2
Ricardo Aguilar Laudo,M50-54,T2,3,1.0
Ricardo Aguilar Laudo,M50-54,Run,4,11.1
Florian Nadal,M45-49,Swim,0,3.4
Florian Nadal,M45-49,T1,1,1.0
Florian Nadal,M45-49,Bike,2,33.7
Florian Nadal,M45-49,T2,3,1.0
Florian Nadal,M45-49,Run,4,12.7
Khalid Sqalli,M60-64,Swim,0,3.4
Khalid Sqalli,M60-64,T1,1,1.0
Khalid Sqalli,M60-64,Bike,2,33.2
Khalid Sqalli,M60-64,T2,3,1.0
Khalid Sqalli,M60-64,Run,4,10.3
Martin Moege,M45-49,Swim,0,3.1
Martin Moege,M45-49,T1,1,1.0
Martin Moege,M45-49,Bike,2,36.1
Martin Moege,M45-49,T2,3,1.0
Martin Moege,M45-49,Run,4,11.6
Victor Faranton,M18-24,Swim,0,3.8
Victor Faranton,M18-24,T1,1,1.0
Victor Faranton,M18-24,Bike,2,37.7
Victor Faranton,M18-24,T2,3,1.0
Victor Faranton,M18-24,Run,4,13.7
Adil Keddouri,M50-54,Swim,0,3.0
Adil Keddouri,M50-54,T1,1,1.0
Adil Keddouri,M50-54,Bike,2,34.1
Adil Keddouri,M50-54,T2,3,1.0
Adil Keddouri,M50-54,Run,4,12.3
Miguel Ángel Callejas Moreno,M30-34,Swim,0,3.8
Miguel Ángel Callejas Moreno,M30-34,T1,1,1.0
Miguel Ángel Callejas Moreno,M30-34,Bike,2,36.1
Miguel Ángel Callejas Moreno,M30-34,T2,3,1.0
Miguel Ángel Callejas Moreno,M30-34,Run,4,13.5
Tom De Coster,M45-49,Swim,0,3.7
Tom De Coster,M45-49,T1,1,1.0
Tom De Coster,M45-49,Bike,2,35.4
Tom De Coster,M45-49,T2,3,1.0
Tom De Coster,M45-49,Run,4,11.2
Mario Muscat,M45-49,Swim,0,3.4
Mario Muscat,M45-49,T1,1,1.0
Mario Muscat,M45-49,Bike,2,34.0
Mario Muscat,M45-49,T2,3,1.0
Mario Muscat,M45-49,Run,4,12.0
Mohammed Labrini,M40-44,Swim,0,3.6
Mohammed Labrini,M40-44,T1,1,1.0
Mohammed Labrini,M40-44,Bike,2,35.1
Mohammed Labrini,M40-44,T2,3,1.0
Mohammed Labrini,M40-44,Run,4,12.6
Christophe Clequin,M50-54,Swim,0,3.8
Christophe Clequin,M50-54,T1,1,1.0
Christophe Clequin,M50-54,Bike,2,33.2
Christophe Clequin,M50-54,T2,3,1.0
Christophe Clequin,M50-54,Run,4,11.6
youness ELOUATANi,M40-44,Swim,0,3.3
youness ELOUATANi,M40-44,T1,1,1.0
youness ELOUATANi,M40-44,Bike,2,34.0
youness ELOUATANi,M40-44,T2,3,1.0
youness ELOUATANi,M40-44,Run,4,13.3
Stephen Lopez,M40-44,Swim,0,3.2
Stephen Lopez,M40-44,T1,1,1.0
Stephen Lopez,M40-44,Bike,2,37.1
Stephen Lopez,M40-44,T2,3,1.0
Stephen Lopez,M40-44,Run,4,11.8
Oscar Hernández Quintanar,M18-24,Swim,0,3.8
Oscar Hernández Quintanar,M18-24,T1,1,1.0
Oscar Hernández Quintanar,M18-24,Bike,2,39.0
